pmid,title,abstract,pub_types,year,label_name
41534992,Atherectomy Is Not Associated With Improved Limb-Based Outcomes Among Patients in the BEST-CLI Trial Undergoing Endovascular Revascularization.,"There are substantial data supporting the use of atherectomy for the treatment of coronary artery disease, but data regarding its efficacy for treating chronic limb-threatening ischemia (CLTI) are less robust.
The authors aimed to evaluate the association of atherectomy with limb-based outcomes among patients managed with endovascular revascularization in the BEST-CLI (Best Endovascular vs Best Surgical Therapy in Patients With CLTI; NCT02060630) trial.
BEST-CLI was a prospective randomized trial comparing open and endovascular revascularization strategies for patients with CLTI. We included all patients treated with endovascular revascularization and stratified them according to whether they were treated with or without atherectomy. We evaluated whether atherectomy was associated with major adverse limb events (MALE) (including major reintervention or above-ankle amputation in the index limb) and secondary outcomes using Kaplan-Meier analyses and Cox proportional hazards models.
923 patients underwent an endovascular intervention in the BEST-CLI trial (mean age 67.3 ± 10.0 years, 71.1%[656/923] male, 72.3%[662/916] White race), of which 132 (14.3%) received an atherectomy. After risk adjustment, MALE (adjusted HR [aHR]: 1.30; 95% CI: 0.92-1.84), major reintervention (aHR: 1.07; 95% CI: 0.67-1.73), above-ankle amputation (aHR: 1.32; 95% CI: 0.81-2.15), and all-cause death (aHR: 1.06; 95% CI: 0.75-1.49) were similar for patients who were treated with and without atherectomy. In a sensitivity analysis limited to patients with technical success, atherectomy was associated with higher MALE (unadjusted log-rank P = 0.02; aHR: 1.51; 95% CI: 1.03-2.22).
Atherectomy was associated with similar or slightly worse limb-based outcomes among patients undergoing endovascular revascularization for CLTI compared with other available endovascular technologies.","['Journal Article', 'Randomized Controlled Trial', 'Multicenter Study', 'Comparative Study']",2026,clinical_trial
41534905,Cast immobilisation versus surgery for unstable lateral malleolus fractures (SUPER-FIN): randomised non-inferiority clinical trial.,"To compare cast immobilisation with surgery using open reduction and internal plate fixation for unimalleolar Weber B ankle fractures with a congruent mortise on initial radiography but deemed unstable by external rotation stress testing.
Randomised, pragmatic, non-inferiority, clinical trial.
One specialist university hospital trauma centre in Finland, 16 January 2013 to 7 July 2021.
840 skeletally mature patients (age ≥16 years) with an isolated Weber B fibula fracture on static radiographs. Fracture instability was assessed by standard external rotation stress test under fluoroscopy. 714 participants were excluded (569 with stable fracture, mortise incongruency, or fracture dislocation) and the remaining 126 patients with a congruent but unstable ankle mortise were randomised.
Participants were randomly allocated to receive either conventional cast immobilisation for six weeks (n=62) or surgical treatment with open reduction and internal plate fixation followed by cast immobilisation for six weeks (n=64).
The primary, non-inferiority outcome was the Olerud-Molander Ankle Score (OMAS; range 0-100 points; higher scores indicating better outcomes and fewer symptoms) at two years. The predefined non-inferiority margin for the primary outcome was set at -8 points. Secondary outcomes were ankle function, pain, health related quality of life, ankle range of motion, and radiographic outcome. Treatment related adverse events were also recorded.
121 out of 126 randomised participants (96%) completed the study. In the primary intention-to-treat analysis of 121 participants completing two year follow-up, the mean OMAS was 89 in the cast immobilisation group and 87 in the surgery group (between group mean difference 1.3 points, 95% confidence interval -4.8 to 7.3). No statistically significant between group differences were observed in any secondary outcomes. One participant in each group had radiographic evidence of non-union. In the surgery group, one participant had a superficial wound infection, one had delayed wound healing, and nine underwent procedures to remove hardware, two of whom developed postoperative infections (one deep and one superficial).
Cast immobilisation proved non-inferior to surgery for the treatment of unimalleolar Weber B ankle fractures with a congruent mortise on initial radiography but deemed unstable by external rotation stress testing. Overall, fewer treatment related harms occurred with cast immobilisation compared with surgery.
ClinicalTrials.gov NCT01758796.","['Equivalence Trial', 'Journal Article', 'Pragmatic Clinical Trial']",2026,clinical_trial
41534900,"Neoadjuvant lenvatinib plus pembrolizumab in Merkel cell carcinoma: an investigator-initiated, open-label phase II trial.","Given the success of checkpoint inhibitor therapy in the advanced Merkel cell carcinoma (MCC) setting, there is interest in exploring immunotherapy as a neoadjuvant approach. We report the primary results of a neoadjuvant study of lenvatinib plus pembrolizumab in resectable MCC.
In this single-center, phase II open-label trial, resectable stage II-IV MCC patients received 6 weeks of neoadjuvant therapy with lenvatinib 20 mg orally daily plus pembrolizumab 200 mg intravenous dose every 3 weeks. Following local therapy, patients received continued adjuvant pembrolizumab monotherapy to complete a total treatment duration of 1 year. Pathological complete response (pCR) rate was the primary endpoint of the study.
26 patients were enrolled, including 5 (19.2%) with clinical stage II disease, 20 (76.9%) with stage III, and 1 (3.8%) with stage IV. Following neoadjuvant treatment, 2 patients (7.7%) were unable to undergo planned surgery, one due to progressive disease and one due to toxicity. On intention to treat, 15 of the 26 patients (57.7%) achieved pCR. Among 22 radiographically evaluable patients, 16 (72.7%) achieved an objective response. At a median follow-up of 20.0 months, median progression-free survival (PFS) has not been reached. PFS significantly correlated with radiographic response to neoadjuvant therapy. pCR was associated with superior PFS, though this result was not statistically significant (p=0.22). Grade 3 treatment-related adverse events (TRAEs) occurred in 14 patients (53.8%), most commonly grade 3 hypertension in 11 patients (42.3%). No grade 4-5 TRAEs were observed.
Lenvatinib plus pembrolizumab demonstrated encouraging efficacy with anticipated toxicity when used as neoadjuvant therapy for MCC. Further investigation of these promising findings is warranted.
NCT04869137.","['Journal Article', 'Clinical Trial, Phase II']",2026,clinical_trial
41534881,Part I: Can School-Based Delivery of an Evidence-Based Parenting Program Promote the Home-School Partnership? A Stepped Wedge Cluster Randomized Trial.,"High-quality home-school partnership can bring significant benefits to children's learning and wellbeing. While evidence-based parenting programs often target key determinants of high-quality home-school partnership (i.e., parenting self-efficacy and parental self-regulation), it remains unknown whether parenting programs can promote the home-school partnership. The present study, an incomplete stepped wedge cluster randomized trial of an evidence-based parenting program, namely the seminar version of the Triple P-Positive Parenting Program, represents the first attempt in addressing this knowledge gap. Data were collected from a sample of 912 parents of children (range between 4 and 13 years old; 50.2% girls) attending 160 different primary schools across three Australian states. Although the home-school partnership was not the intervention target, we found improvements at post-intervention and three-month follow-up assessments, with small effects in parent-teacher communication (d = 0.16 at T2 and 0.15 at T3) and parent school-based involvement (d = 0.19 at T2 and 0.22 at T3). These findings were systematically replicated through steps. Null findings were found on home-based involvement, parent-school relationship, and parents' perceived quality of the school's involvement in the local community due to potential ceiling effects. The mechanism of change was explored in Part II of the article series. The findings provide additional support to the notion that evidence-based parenting support should be made available in schools, as it not only brings well-documented benefits on children's learning and wellbeing but also has the potential of strengthening the home-school partnership through enhancing the quality of parent-teacher communication and increasing parents' participation in school-based activities.","['Journal Article', 'Randomized Controlled Trial']",2026,clinical_trial
41534075,Effects of an eHealth Cardiac Exercise Rehabilitation Platform for Patients After Percutaneous Coronary Intervention Based on the Persuasive Systems Design Model: Randomized Controlled Trial.,"Cardiac exercise rehabilitation is an important intervention for disease management of patients with coronary heart disease (CHD) after percutaneous coronary intervention (PCI). Still, the participation and compliance with exercise rehabilitation remain suboptimal. Mobile health technology is a promising approach to promoting involvement in cardiac exercise rehabilitation. Remote rehabilitation can overcome the problems existing in traditional rehabilitation.
This study aimed to evaluate the effects of an eHealth cardiac rehabilitation (CR) platform based on the persuasive systems design model in addition to standard CR after PCI on physical activity (PA), exercise endurance, self-perceived fatigue, exercise self-efficacy (ESE), and quality of life for patients after PCI.
A single-blinded, parallel, randomized controlled trial design was used. The study was conducted in the Department of Cardiology of a tertiary hospital in Hangzhou, China. A total of 180 eligible patients with CHD were enrolled from June to December 2023. Participants were randomly assigned (1:1) to the intervention group or the control group, with 90 patients in each group. The study is a 24-week eHealth CR program. The primary outcome was PA level; the secondary outcomes included exercise endurance, self-perceived fatigue, ESE, and quality of life. Data on the primary and secondary outcome measures were collected at baseline (T0), at 12 weeks of intervention (T1), and at 4 (T2), 8 (T3), and 12 (T4) weeks of follow-up. The generalized estimating equation model was used to examine changes in the outcome variables between the 2 groups across the study end points.
Generalized estimating equation analyses revealed significant group-by-time interactions for all outcome measures (all P<.001). At T4, compared with the control group, the intervention group demonstrated statistically significant improvements in the following outcomes: PA: median 1723.00 versus 805.50 Metabolic Equivalent Task minutes per week (β coefficient=937.29, 95% CI 867.61-1006.97); 6-minute walk distance: median 436.00 versus 405.00 m (β coefficient=31.00); self-perceived fatigue: median 9.00 versus 10.00 (β coefficient=-1.00, indicating reduced fatigue); ESE: 61.11 versus 27.78 (β coefficient=33.33); Short Form of 36 Health Survey Questionnaire score: 91.19 versus 84.13 (β coefficient=7.06; all P<.001). Notably, there was no significant difference in self-perceived fatigue between the 2 groups at T1 (P=.50).
The findings of this study demonstrate the effectiveness of the eHealth CR based on the persuasive systems design model in addition to standard CR after PCI in improving the PA level, exercise endurance, ESE, quality of life, and self-perceived fatigue of patients. These findings also provide insights into the application of an eHealth cardiac exercise rehabilitation interventions to enhance the rehabilitation of patients with CHD.
China Clinical Trials Registry (ChiCTR) ChiCTR2300071666; https://www.chictr.org.cn/showprojEN.html?proj=197908.","['Journal Article', 'Randomized Controlled Trial']",2026,clinical_trial
41534043,CD19 CAR T-Cell Therapy for Autoimmune Hemolytic Anemia.,"In patients with autoimmune hemolytic anemia (AIHA), the risk of relapse is high owing to persistent autoreactive B-cell activity. Multirefractory AIHA is a more advanced stage of disease that is defined by a lack of response to at least three lines of therapy. CD19-directed chimeric antigen receptor (CAR) T-cell therapy results in profound B-cell depletion and may be a useful approach to achieving drug-free remission in multirefractory AIHA.
We enrolled patients from a compassionate-use program and those from a phase 1 study who had primary multirefractory AIHA. Each patient received a single infusion of autologous CD19 CAR T cells. The primary objective was to assess the safety profile - the incidence, characteristics, and severity of adverse events, including cytokine-release syndrome and immune effector cell-associated neurotoxicity syndrome. Secondary objectives included efficacy and pharmacokinetic features. A complete response was defined by resolution of symptoms, an increased hemoglobin level, and normalization of hemolysis markers. B-cell reconstitution and the origin of relapse were analyzed with flow cytometry, single-cell RNA sequencing, and paired B-cell receptor sequencing.
CD19 CAR T cells were administered to 11 patients - 5 in the compassionate-use program and 6 in the phase 1 study. The median follow-up was 12.2 months (range, 7.3 to 21.9). All patients had a complete response; the median time to a complete response was 45 days (range, 21 to 153). The median duration of drug-free remission was 11.5 months (range, 6.8 to 21.0). Cytokine-release syndrome of grade 1 or 2 in severity occurred in 9 patients, and immune effector cell-associated neurotoxicity syndrome of grade 1 occurred in 1 patient. A total of 15 infections occurred among 7 patients, with no infections of grade 4 or higher. One patient had immune effector cell-associated hematotoxicity of grade 3. In multi-omics assessments of sequential samples, naive B cells were predominant in the reconstituted B-cell population in patients with drug-free remission, and crosstalk between HLA-DRB5+ B cells, CD4+ T cells, and B-cell maturation antigen-expressing long-lived plasma cells contributed to a relapse-specific B-cell niche.
CD19 CAR T-cell therapy had expected toxic effects and resulted in sustained remission in patients with multirefractory AIHA. (Funded by the National Key Research and Development Program of China and others; ClinicalTrials.gov number, NCT06231368.).","['Journal Article', 'Clinical Trial, Phase I']",2026,clinical_trial
41534042,Fremanezumab in Children and Adolescents with Episodic Migraine.,"Fremanezumab, a humanized monoclonal antibody that selectively targets calcitonin gene-related peptide, is approved for the prevention of migraine in adults. Evidence from randomized, controlled trials in children and adolescents is needed.
We randomly assigned participants 6 to 17 years of age with a diagnosis of episodic migraine (defined as migraine for ≥6 months and a history of ≤14 headache days per month) to receive monthly subcutaneous injections of fremanezumab (120 mg for participants with a body weight of <45 kg and 225 mg for those with a body weight of ≥45 kg) or matched placebo for 3 months. Participants were allowed to use migraine-specific medications to treat acute headaches. The primary end point was the change from baseline in the average number of migraine days per month. Key secondary end points included the change in the number of days per month with headache of at least moderate severity and a reduction of 50% or more in the number of migraine days per month.
Of 237 participants who underwent randomization, 234 were included in the full analysis population: 123 in the fremanezumab group (36 received the 120-mg dose and 87 received the 225-mg dose) and 111 in the placebo group. Fremanezumab reduced the number of migraine days per month by 2.5 as compared with 1.4 with placebo (difference, 1.1; P = 0.02) and the number of days per month with headache of at least moderate severity by 2.6 as compared with 1.5 with placebo (difference, 1.1; P = 0.02). The percentage of participants who had a reduction of 50% or more in the number of migraine days per month was 47.2% with fremanezumab and 27.0% with placebo (P = 0.002). Injection-site erythema was the most common adverse event with fremanezumab (9.8% of participants, vs. 5.4% with placebo).
Among children and adolescents with episodic migraine, fremanezumab resulted in greater reductions in the number of migraine days and headache days than placebo. Injection-site erythema was the most common adverse event with fremanezumab. Longer follow-up is required to further understand the efficacy and safety of the drug in this population. (Funded by Teva Pharmaceuticals; ClinicalTrials.gov number, NCT04458857.).","['Journal Article', 'Randomized Controlled Trial', 'Multicenter Study', 'Clinical Trial, Phase III']",2026,clinical_trial
41533999,Gemogenovatucel-T Advantage in Clonal Tumor Mutation Burden-High Ovarian Cancer.,"Frontline ovarian cancer treatment protocols involving bevacizumab, poly (ADP-ribose) polymerase inhibitors, and PD-1/PD-L1 inhibitors have failed to improve overall survival (OS) in patients with homologous recombination-proficient (HRP) tumors. To determine mechanistic mutation signatures associated with OS advantage, we constructed a whole-exome sequencing bioinformatic pipeline assay to analyze all 91 patients enrolled in the double-blind randomized placebo-controlled phase II VITAL trial.
We hypothesized that patients with stage IIIb-IV ovarian cancer who have HRP profile and high clonal tumor mutation burden (cTMB-H) will achieve greater response when undergoing maintenance therapy with gemogenovatucel-T. Our primary objective was assessment of OS using the Kaplan-Meier method among randomly assigned patients receiving either gemogenovatucel-T or placebo.
The median OS in cTMB-H/HRP patients treated with gemogenovatucel-T was 68 months versus 19 months in those treated with placebo (hazard ratio [HR], 0.23; 95% CI, 0.06 to 0.83; 1-sided 
These results demonstrate OS advantage for maintenance treatment of adult females with newly diagnosed, advanced stage IIIb-IV ovarian cancer with HRP status and cTMB-H profile who are in complete response after debulking surgery and frontline platinum-based doublet chemotherapy.","['Journal Article', 'Randomized Controlled Trial', 'Clinical Trial, Phase II']",2026,clinical_trial
41533998,Phase II Study of Dabrafenib and Trametinib in Patients With Tumors With ,"Subprotocol H of the NCI-MATCH trial demonstrated the efficacy of dabrafenib + trametinib in a cohort of patients with 
Patients with 
The expansion cohort enrolled from October 2020 to January 2023. In total, 36 patients were included in the primary efficacy analysis for the combined cohort, including six patients from the expansion cohort and 30 patients from the original cohort, representing 17 different tumor histologies. Fifty-six percent of patients were female, with a median age of 60. The ORR was 36.1% (13 of 36 [90% CI, 22.9 to 51.2]). The median PFS was 11.4 months, and the median OS was 28.6 months. The 6-month PFS was 67.6% (90% CI, 54.5 to 80.8). In the six molecularly confirmed cases in the expansion cohort, there were two responses, including one complete response in a patient with a pilocytic astrocytoma; an additional two patients without molecular confirmation also had PRs. Three patients (two from the original cohort and one from the expansion cohort) remain on therapy. The safety profile was consistent with previous reports with dabrafenib and trametinib.
This study confirms the clinical benefit of dabrafenib + trametinib in ","['Journal Article', 'Clinical Trial, Phase II']",2026,clinical_trial
41533997,Early Clinical and Molecular Biomarkers in Patients With Advanced Ovarian Cancer Undergoing Neoadjuvant Chemotherapy: CHIVA Phase II GINECO Trial.,"Platinum-based chemotherapy and surgery are pivotal in managing ovarian cancer (OC), yet prognosis remains poor, and early biomarkers for platinum resistance are needed. The neoadjuvant setting provides an opportunity to evaluate tumor responsiveness to platinum chemotherapy in vivo. This study evaluated whether early measures of platinum response combined with molecular alterations could predict surgical outcomes and survival in patients with OC treated with neoadjuvant chemotherapy (NACT).
The CHIVA study enrolled stage III/IV OC patients eligible for three cycles NACT with or without nintedanib, followed by interval debulking surgery. Archival samples underwent extensive sequencing to detect clinically relevant variants and copy number alterations and calculate genomic instability (GIS). Early chemotherapy response measures-cancer antigen 125 kinetics by KELIM, major pathologic response, GIS status, tumor infiltrating lymphocytes (TILs) abundance, and genomic alterations-were correlated with surgery completeness and survival.
Among 127 patients, the overall response rate was 44%, and the complete cytoreduction (CC0) rate was 54.8%. Homologous recombination deficiency (HRD) was identified in 56% of patients and was associated with better survival. The median progression-free survival was 21.4, 20.5, and 14.4 months in the 
HRD status, KELIM, and TILs are key independent biomarkers in advanced OC. ","['Journal Article', 'Clinical Trial, Phase II']",2026,clinical_trial
41533931,Retinal Neurovascular and Mitochondrial Function Signatures in Response to a 24-Week Yoga Intervention in Healthy Adults.,"To evaluate changes in retinal neurovascular and mitochondrial function after a 24-week yoga intervention in healthy older adults.
Thirty participants (mean age 72 ± 6 years; 25 females, 5 males) were randomized to either a cue-based yoga program (n = 15) or traditional Hatha yoga (n = 15), with 60-minute sessions three times per week for 24 weeks. Retinal assessments were conducted at baseline and follow-up. Optical coherence tomography angiography (OCTA) was used to evaluate retinal structure and vessel density. Retinal blood flow was measured with the Retinal Function Imager, and mitochondrial function was assessed via macular flavoprotein fluorescence using the OcuMet Beacon.
Significant increases were observed in retinal blood flow (2.21 to 2.72 nL/s, P = 0.002), capillary function (0.12 to 0.14 nL/s/mm, P = 0.004), and tissue perfusion (1.91 to 2.38 nL/s/mm³, P = 0.004). Macular flavoprotein fluorescence decreased (31.7 to 30.1 gsu, P = 0.041), suggesting improved mitochondrial function. No significant changes were found in vessel density, vessel length density, foveal avascular zone area, choriocapillaris density, or total retinal thickness. Between-group differences were mostly nonsignificant, except for baseline and change values in choriocapillaris density and change values in retinal thickness (P < 0.05).
A 24-week yoga intervention was associated with improved retinal blood flow, capillary efficiency, and tissue perfusion in healthy older adults, with indications of enhanced mitochondrial function. These findings suggest yoga may support retinal vascular and metabolic health during aging.","['Journal Article', 'Randomized Controlled Trial']",2025,clinical_trial
41533918,Exploring Trial Endpoints in Geographic Atrophy Based on Localized Functional Changes in Microperimetry and AI-Quantified OCT Biomarkers.,"The introduction of novel therapeutics for geographic atrophy (GA) highlights the need to define functional correlates of high-risk optical coherence tomography (OCT) biomarkers, in particular retinal-pigment-epithelium (RPE) loss and ellipsoid zone (EZ) loss. We conducted a pointwise structure/function correlation between OCT-based markers and retinal sensitivity (RS) in microperimetry (MP) in GA.
Patients from the phase III OAKS clinical trial (NCT03525613) examined by OCT (Heidelberg Spectralis) and Macular Integrity Assessment (MAIA, iCare, and Centervue) MP in a 68-point grid were analyzed. Deep-learning-(DL)-based algorithms quantified RPE, EZ loss, and EZ thickness from OCT. Co-registration between MP and OCT was established between each MP stimulus and OCT B-scan location. A multivariable mixed effect model was implemented to identify RS for each OCT biomarker, accounting for eccentricity.
Six hundred seventy-eight study and fellow eyes of 406 patients with 41,925 MP points were included. Mean RS was 17 ± 7 decibel (dB), 9 ± 7 dB, and 2 ± 6 dB in intact retina, EZ, and RPE loss, respectively. Increased EZ thickness improved RS by 0.2 dB/µm (95% confidence interval [CI] = 0.2 to 0.2, P < 0.001). In areas of EZ loss, RS was significantly reduced compared to intact retina (-8 dB, 95% CI = -9 to -8]), whereas RPE loss decreased RS by -14 dB (95% CI = -15 to -14), accounting for eccentricity (all P < 0.001).
A significant association between RS in MP and EZ and RPE loss on OCT was established using DL. A reliable quantitative structure/function association provides the base for developing functional endpoints in clinical care and approval of novel therapeutics for GA.","['Journal Article', 'Clinical Trial, Phase III', 'Randomized Controlled Trial', 'Multicenter Study']",2026,clinical_trial
41533916,Transcranial Direct Current Stimulation Does Not Enhance Perceptual Learning of Chinese Character Reading in Adults With Macular Degeneration.,"Macular degeneration impairs central vision, compelling patients to use their peripheral vision for reading, which is difficult due to reduced spatial resolution and crowding. Although perceptual learning improves reading, single-session anodal transcranial direct current stimulation (a-tDCS) over the visual cortex has shown inconsistent outcomes, with transient improvements observed in English reading but no benefit for Chinese reading in macular degeneration patients. This randomized controlled trial investigated whether combining multi-session a-tDCS with perceptual learning enhances Chinese reading performance in these patients compared to sham stimulation.
Twenty Chinese-reading patients with macular degeneration (39-90 years old) were randomized to receive either active (n = 10) or sham (n = 10) a-tDCS during six sessions of rapid serial visual presentation (RSVP) reading training. Trained outcomes (RSVP reading) and untrained functions (sentence reading, crowding, contrast sensitivity, and visual acuity) were compared at baseline, 1 day, and 1 month post-training.
Perceptual learning significantly improved RSVP reading speed (P < 0.001) in both groups, with effects lasting at least a month. No additive effect of active versus sham a-tDCS was observed (group × time P = 0.99). Transfer effects to untrained functions were limited to visual acuity and critical print size for sentence reading.
Perceptual learning enhances Chinese reading performance in individuals with macular degeneration, but a-tDCS confers no additional benefit. This contrasts with previous results where non-invasive brain stimulation enhanced English reading in macular degeneration. The results emphasize the need for more refined neuromodulation strategies for improving logographic reading.","['Journal Article', 'Randomized Controlled Trial']",2026,clinical_trial
41533853,Prognostic Modeling for the Failure of Intravenous Methylprednisolone and the Risk of Visual Disability in AQP4-IgG Positive NMOSD-ON.,"To identify factors influencing best corrected visual acuity (BCVA) prognosis in patients with AQP4-IgG+ neuromyelitis optica spectrum disorder-related optic neuritis (NMOSD-ON) after treating with high-dose intravenous methylprednisolone.
A total of 161 intravenous methylprednisolone (IVMP)-treated patients were randomized into training (n = 113) and internal validation (n = 48) sets at a ratio of 7:3. Using Least Absolute Shrinkage and Selection Operator regression, 16 candidate predictors were screened to construct a logistic model to predict follow-up BCVA after six months post-ON attack. Discrimination (area under curve [AUC]), calibration, and clinical net benefit (decision curve analysis [DCA]) were assessed.
The final model included seven predictors: age, AQP4-IgG titer, non-ON attack history, baseline BCVA, mean deviation, macular ganglion cell inner plexiform layer thickness, and treatment window. AUCs were 0.904 (95% confidence interval [CI], 0.850-0.959) and 0.864 (95% CI, 0.761-0.967) in training and validation sets, respectively. Calibration curves indicated high consistency, and DCA demonstrated significant net benefit at 10%-90% risk thresholds.
The validated prediction model effectively stratifies IVMP-treated patients at risk of visual disability, enabling precision management.
By converting heterogeneous prognostic factors into a practical prediction tool, this work empowers clinicians to deliver precision care for a blinding complication of NMOSD, directly reducing preventable visual disability.","['Journal Article', 'Randomized Controlled Trial']",2026,clinical_trial
41533677,Effect of data-collection method on reporting of common mental disorder symptoms and intimate partner violence in Zimbabwe: a cluster-randomized trial.,"Screening for sensitive and stigmatized conditions such as mental health or experience of violence is challenging. Audio computer-assisted self-interviewing (ACASI), administered by using a tablet and headphones, may be more sensitive for this purpose than paper-based self-administered questionnaires (SAQ) handed in to project staff. We conducted a methodological cluster-randomized trial in Zimbabwe to compare two methods of screening for common mental disorders (CMD) and intimate partner violence (IPV): ACASI versus SAQ.
Trial participants were health workers receiving occupational health checks at hospitals and primary health clinics. The unit of randomization was a working day. CMD was measured by using the Shona Symptom Questionnaire, anxiety by using the Generalised Anxiety Disorder-7 questionnaire, and IPV by using the World Health Organization screening questionnaire. The co-primary outcomes were CMD prevalence and the prevalence of any IPV, compared by arm at the cluster level, adjusting for gender and weekend. Secondary outcomes were the prevalence of anxiety and of physical, emotional, and severe physical and sexual IPV.
Between 20 February and 10 June 2022, 1240 participants were enrolled in 71 clusters (workdays), with 77.0% female and 66.4% in clinical-facing roles. The cluster-level geometric mean prevalence of CMD was 19.4% when using ACASI and 14.1% when using SAQ [adjusted risk ratio (aRR) 1.37, 95% confidence interval (CI) 0.99, 1.89; P = .056]. ACASI yielded a higher prevalence of overall IPV than the SAQ (cluster-level geometric mean prevalence 40.6% compared with 22.4%, aRR 1.81, 95% CI 1.40, 2.35; P < .001), of emotional IPV (aRR 1.66, 95% CI 1.27, 2.17; P < .001), and of physical IPV (aRR 1.61, 95% CI 1.16, 2.25; P = .005). No differences were seen in the prevalence of severe physical or sexual IPV or anxiety across the trial arms.
Screening for CMD and IPV by using a confidential ACASI method identifies more people who may benefit from care than screening by using SAQ handed in to clinic staff. This may be explained by under-reporting on the SAQ. ACASI is a promising screening method for sensitive issues in healthcare settings.","['Journal Article', 'Randomized Controlled Trial']",2026,clinical_trial
41533380,Electronic Intervention for Patient-Managed Benzodiazepine Tapering: A Randomized Clinical Trial.,"More than 30 million people in the US take prescribed benzodiazepines, which, when taken long-term, carry risks of falls, cognitive decline, and dependence. A previous trial showed that a patient-focused self-management intervention (Eliminating Medications Through Patient Ownership of End Results; EMPOWER) can reduce long-term benzodiazepine dependence use and the risks that accompany it.
To replicate the finding of the EMPOWER trial after converting the intervention from printed materials to electronic format.
This 2-arm, individually randomized clinical trial with a 6-month follow-up was conducted at US Veterans Health Administration primary care clinics in 2 Veterans Affairs health care systems. Participants included 161 primary care patients taking benzodiazepines for 3 or more months and having access to a smartphone, tablet, or desktop computer. Recruitment occurred from June 1, 2022, to January 31, 2024.
Participants were randomized to either the electronically delivered EMPOWER (EMPOWER-ED) protocol or asked to continue to follow clinician recommendations regarding their benzodiazepine use (treatment as usual).
Preregistered primary outcomes were complete benzodiazepine cessation and at least 25% dose reduction at 6-month follow-up, assessed using pharmacy data. Secondary outcomes were self-reported anxiety symptoms, sleep quality, and overall health and quality of life. Analysis was performed on an intent-to-treat basis.
The 161 participants had a mean (SD) age of 61.9 (13.7) years and were mostly male (134 [83.2%]). Individuals assigned to the EMPOWER-ED group had a significantly greater likelihood of complete benzodiazepine cessation (odds ratio [OR], 5.31 [95% CI, 1.12-25.12]). There was no likelihood of at least a 25% dose reduction in the EMPOWER-ED group relative to the control group (OR, 2.51 [95% CI, 0.91-6.90]). No statistically significant difference was found between the 2 groups for the secondary outcomes.
This randomized clinical trial found a large effect of a low-cost, self-administered electronic intervention for reducing benzodiazepine use among long-term users. Findings from this replicated clinical trial are encouraging given the prevalence of benzodiazepine dependence and the constraints on clinician time available to address it. Dissemination of this intervention-which is in the public domain-by health care and public health systems seems warranted.
ClinicalTrials.gov Identifier: NCT04572750.","['Journal Article', 'Randomized Controlled Trial']",2026,clinical_trial
41533333,Dynamic signature for the effectiveness of anti-PD-1 therapy combined with vascular normalization therapy in recurrent glioblastoma: A randomized phase 2 trial.,"This study evaluated tislelizumab combined with low-dose bevacizumab in recurrent glioblastoma (rGBM), assessing efficacy, safety, and mechanisms of immune escape.
This randomized phase 2 trial divided patients into treatment arms with distinct strategies. Longitudinal tumor in situ fluid (TISF) samples were collected for molecular analysis to monitor genome evolution. Immunohistochemical markers in paired primary and recurrent tumor specimens were analyzed to assess therapy-induced immune resistance.
A total of 109 patients were included, with 59 in the control group and 50 in the experimental group. No grade 4 adverse events or treatment discontinuations occurred in the experimental group. The experimental group demonstrated a median overall survival of 13.3 months, compared to 6.6 months in the control group. The objective response rate and disease control rate were 32.6% and 79.1%, respectively. Post-treatment TISF analysis revealed a 68.4% reduction in detectable genomic alterations. Immunophenotypic analysis of paired tumor samples showed increased infiltration of CD163
This study shows that combining tislelizumab and low-dose bevacizumab improves survival in rGBM patients with good safety and tolerability. Dynamic changes in TISF-based molecular markers reflect genomic evolution and predict prognosis. Increased CD163","['Journal Article', 'Clinical Trial, Phase II', 'Randomized Controlled Trial']",2026,clinical_trial
